fixed acidity;volatile acidity;citric acid;residual sugar;chlorides;free sulfur dioxide;total sulfur dioxide;density;pH;sulphates;alcohol;quality
6.9;0.62;0.42;12.00;0.067;24;131;0.9973;3.19;0.34;9.30;5
6.8;0.32;0.28;4.80;0.034;25;100;0.9903;3.08;0.47;12.40;7
6.3;0.20;0.19;12.30;0.048;54;145;0.9967;3.16;0.42;9.30;6
6.9;0.62;0.42;12.00;0.067;24;131;0.9973;3.19;0.34;9.30;5
8.0;0.23;0.28;2.70;0.048;49;165;0.9952;3.26;0.72;9.50;6
6.7;0.27;0.33;3.60;0.034;9;45;0.9914;3.08;0.40;10.50;6
6.7;0.27;0.33;3.60;0.034;9;45;0.9914;3.08;0.40;10.50;6
6.7;0.44;0.22;4.30;0.032;19;99;0.9902;3.26;0.53;12.80;7
7.0;0.34;0.30;1.80;0.045;44;142;0.9914;2.99;0.45;10.80;6
7.3;0.26;0.33;11.80;0.057;48;127;0.9969;3.10;0.55;10.00;6
5.8;0.17;0.34;1.80;0.045;96;170;0.9904;3.38;0.90;11.80;8
7.3;0.26;0.33;11.80;0.057;48;127;0.9969;3.10;0.55;10.00;6
5.8;0.17;0.34;1.80;0.045;96;170;0.9904;3.38;0.90;11.80;8
6.8;0.17;0.36;1.40;0.036;38;108;0.9901;3.19;0.66;12.00;6
7.1;0.43;0.30;6.60;0.025;15;138;0.9913;3.18;0.46;12.60;6
5.8;0.32;0.27;1.55;0.026;15;70;0.9899;3.37;0.40;11.90;8
5.9;0.17;0.28;0.70;0.027;5;28;0.9899;3.13;0.32;10.60;5
6.6;0.34;0.18;6.40;0.082;47;240;0.9971;3.42;0.48;9.20;5
8.6;0.33;0.34;11.80;0.059;42;240;0.9988;3.17;0.52;10.00;6
5.6;0.12;0.26;4.30;0.038;18;97;0.9948;3.36;0.46;9.20;5
5.8;0.13;0.26;5.10;0.039;19;103;0.9948;3.36;0.47;9.30;6
7.7;0.18;0.35;5.80;0.055;25;144;0.9958;3.24;0.54;10.20;6
7.7;0.16;0.36;5.90;0.054;25;148;0.9958;3.25;0.54;10.20;6
6.0;0.26;0.15;1.30;0.060;51;154;0.9935;3.14;0.51;8.70;5
7.3;0.32;0.35;1.40;0.050;8;163;0.9924;3.24;0.42;10.70;5
7.7;0.30;0.34;1.20;0.048;4;119;0.9908;3.18;0.34;12.10;6
7.9;0.16;0.30;7.40;0.050;58;152;0.9961;3.12;0.37;9.50;6
6.4;0.27;0.29;10.80;0.028;17;118;0.9936;3.18;0.37;11.20;6
6.9;0.16;0.37;1.80;0.034;36;95;0.9895;2.93;0.59;12.00;6
7.9;0.16;0.30;7.40;0.050;58;152;0.9961;3.12;0.37;9.50;6
7.7;0.30;0.34;1.20;0.048;4;119;0.9908;3.18;0.34;12.10;6
7.3;0.32;0.35;1.40;0.050;8;163;0.9924;3.24;0.42;10.70;5
6.4;0.44;0.44;14.40;0.048;29;228;0.9996;3.26;0.54;8.80;7
6.3;0.20;0.24;1.70;0.052;36;135;0.9937;3.80;0.66;10.80;6
6.2;0.29;0.32;3.60;0.026;39;138;0.9892;3.31;0.37;13.10;7
7.6;0.39;0.32;3.60;0.035;22;93;0.9914;3.08;0.60;12.50;7
7.0;0.36;0.32;10.05;0.045;37;131;0.9935;3.09;0.33;11.70;8
7.0;0.36;0.32;10.05;0.045;37;131;0.9935;3.09;0.33;11.70;8
7.0;0.36;0.32;10.50;0.045;35;135;0.9935;3.09;0.33;11.60;8
7.6;0.20;0.36;1.90;0.043;24;111;0.9924;3.29;0.54;11.30;6
7.6;0.39;0.32;3.60;0.035;22;93;0.9914;3.08;0.60;12.50;7
6.7;0.20;0.37;1.65;0.025;42;103;0.9902;3.11;0.45;11.40;5
6.2;0.24;0.34;1.90;0.036;4;117;0.9903;3.40;0.44;12.20;5
7.8;0.97;0.60;65.80;0.074;8;160;1.0390;3.39;0.69;11.70;6
7.1;0.20;0.31;6.85;0.053;32;211;0.9959;3.31;0.59;10.40;6
7.1;0.20;0.31;7.40;0.053;32;211;0.9959;3.31;0.59;10.40;6
7.1;0.20;0.31;7.40;0.053;32;211;0.9959;3.31;0.59;10.40;6
6.4;0.24;0.25;20.20;0.083;35;157;0.9998;3.17;0.50;9.10;5
8.0;0.30;0.36;11.00;0.034;8;70;0.9935;3.05;0.41;12.20;6
6.4;0.24;0.25;20.20;0.083;35;157;0.9998;3.17;0.50;9.10;5
6.9;0.40;0.42;6.20;0.066;41;176;0.9955;3.12;0.54;9.40;5
6.9;0.40;0.43;6.20;0.065;42;178;0.9955;3.11;0.53;9.40;5
7.1;0.20;0.31;6.85;0.053;32;211;0.9959;3.31;0.59;10.40;6
6.6;0.25;0.51;8.00;0.047;61;189;0.9960;3.22;0.49;9.20;5
6.8;0.26;0.44;8.20;0.046;52;183;0.9958;3.20;0.51;9.40;5
6.5;0.37;0.30;2.20;0.033;39;107;0.9889;3.22;0.53;13.50;7
6.8;0.35;0.53;10.10;0.053;37;151;0.9963;3.07;0.40;9.40;5
6.4;0.22;0.32;7.20;0.028;15;83;0.9930;3.13;0.55;10.90;8
6.5;0.37;0.30;2.20;0.033;39;107;0.9889;3.22;0.53;13.50;7
6.8;0.35;0.53;10.10;0.053;37;151;0.9963;3.07;0.40;9.40;5
6.9;0.31;0.32;1.60;0.036;34;114;0.9907;3.19;0.45;11.40;7
6.7;0.16;0.37;1.30;0.036;45;125;0.9896;3.19;0.51;12.40;7
6.6;0.25;0.51;8.00;0.047;61;189;0.9960;3.22;0.49;9.20;5
6.8;0.26;0.44;8.20;0.046;52;183;0.9958;3.20;0.51;9.40;5
5.6;0.15;0.31;5.30;0.038;8;79;0.9923;3.30;0.39;10.50;6
5.5;0.15;0.32;14.00;0.031;16;99;0.9944;3.26;0.38;11.50;8
6.4;0.22;0.32;7.20;0.028;15;83;0.9930;3.13;0.55;10.90;8
7.3;0.20;0.26;1.60;0.040;36;123;0.9924;3.34;0.44;10.80;6
7.5;0.17;0.71;11.80;0.038;52;148;0.9980;3.03;0.46;8.90;5
7.5;0.18;0.72;9.60;0.039;53;151;0.9980;3.03;0.46;8.90;5
7.0;0.27;0.48;6.10;0.042;60;184;0.9957;3.20;0.50;9.40;6
5.8;0.32;0.31;2.70;0.049;25;153;0.9907;3.44;0.73;12.20;7
7.8;0.26;0.31;3.60;0.025;22;100;0.9907;2.99;0.47;12.10;7
7.4;0.30;0.32;1.70;0.030;23;128;0.9929;3.17;0.66;10.90;5
6.7;0.16;0.34;1.60;0.026;27;109;0.9934;3.34;0.58;10.10;6
5.8;0.32;0.31;2.70;0.049;25;153;0.9907;3.44;0.73;12.20;7
6.7;0.19;0.39;1.00;0.032;14;71;0.9891;3.31;0.38;13.00;7
6.6;0.36;0.24;0.90;0.038;15;72;0.9907;3.23;0.39;11.00;5
7.2;0.17;0.41;1.60;0.052;24;126;0.9923;3.19;0.49;10.80;5
6.7;0.19;0.39;1.00;0.032;14;71;0.9891;3.31;0.38;13.00;7
6.0;0.11;0.47;10.60;0.052;69;148;0.9958;2.91;0.34;9.30;4
6.0;0.21;0.34;2.00;0.042;63;123;0.9905;3.44;0.42;11.40;6
6.7;0.33;0.82;1.20;0.152;49;120;0.9931;2.99;0.38;9.20;5
6.6;0.40;0.46;6.20;0.056;42;241;0.9968;3.50;0.60;9.90;5
6.5;0.20;0.24;9.20;0.044;25;150;0.9950;3.22;0.44;10.50;5
7.6;0.27;0.34;5.00;0.040;18;56;0.9908;3.06;0.48;12.40;6
7.2;0.26;0.40;6.30;0.047;52;172;0.9957;3.18;0.53;9.50;6
6.3;0.25;0.22;3.30;0.048;41;161;0.9926;3.16;0.50;10.50;6
6.5;0.22;0.45;8.00;0.053;52;196;0.9959;3.23;0.48;9.10;6
6.4;0.14;0.31;1.20;0.034;53;138;0.9908;3.38;0.35;11.50;7
6.4;0.14;0.31;1.20;0.034;53;138;0.9908;3.38;0.35;11.50;7
7.1;0.26;0.32;16.20;0.044;31;170;0.9964;3.17;0.37;11.20;5
6.6;0.22;0.34;11.60;0.050;59;140;0.9953;3.22;0.40;10.80;5
6.6;0.45;0.43;7.20;0.064;31;186;0.9954;3.12;0.44;9.40;5
6.6;0.17;0.30;1.10;0.031;13;73;0.9910;3.17;0.58;11.00;6
7.2;0.44;0.28;3.40;0.048;22;112;0.9919;3.21;0.37;11.30;7
6.2;0.15;0.27;1.40;0.041;51;117;0.9909;3.28;0.38;11.20;6
6.3;0.25;0.22;3.30;0.048;41;161;0.9926;3.16;0.50;10.50;6
6.5;0.22;0.45;8.00;0.053;52;196;0.9959;3.23;0.48;9.10;6
7.3;0.26;0.30;9.30;0.050;35;154;0.9958;3.21;0.50;10.40;6
6.9;0.15;0.29;2.30;0.033;14;82;0.9913;3.10;0.58;11.20;7
5.8;0.22;0.29;0.90;0.034;34;89;0.9894;3.14;0.36;11.10;7
6.5;0.37;0.33;3.50;0.036;23;92;0.9914;3.18;0.38;11.20;6
5.5;0.38;0.38;1.70;0.036;17;98;0.9914;3.29;0.39;10.50;6
5.9;0.20;0.40;1.30;0.047;23;92;0.9923;3.20;0.45;10.00;6
5.9;0.22;0.38;1.30;0.046;24;90;0.9923;3.20;0.47;10.00;6
8.0;0.22;0.31;5.60;0.049;24;97;0.9930;3.10;0.42;10.90;5
6.5;0.22;0.29;7.40;0.028;16;87;0.9931;3.15;0.56;10.90;7
6.9;0.15;0.29;2.30;0.033;14;82;0.9913;3.10;0.58;11.20;7
5.8;0.20;0.34;1.00;0.035;40;86;0.9899;3.50;0.42;11.70;5
6.6;0.31;0.07;1.50;0.033;55;144;0.9921;3.16;0.42;10.00;5
7.7;0.43;0.37;10.00;0.169;22;210;0.9978;3.02;0.64;9.50;5
6.7;0.24;0.29;14.90;0.053;55;136;0.9984;3.03;0.52;9.00;5
7.3;0.23;0.34;9.30;0.052;19;86;0.9957;3.04;0.56;10.00;5
7.9;0.20;0.39;1.00;0.041;37;154;0.9909;3.08;0.43;11.90;5
5.3;0.16;0.39;1.00;0.028;40;101;0.9916;3.57;0.59;10.60;6
6.4;0.21;0.28;5.90;0.047;29;101;0.9928;3.15;0.40;11.00;6
6.9;0.33;0.26;5.00;0.027;46;143;0.9924;3.25;0.43;11.20;7
5.6;0.18;0.58;1.25;0.034;29;129;0.9898;3.51;0.60;12.00;7
6.6;0.29;0.31;3.90;0.027;39;96;0.9904;3.24;0.60;12.60;8
6.9;0.33;0.26;5.00;0.027;46;143;0.9924;3.25;0.43;11.20;7
6.6;0.21;0.36;0.80;0.034;48;113;0.9917;3.24;0.68;10.50;6
7.3;0.21;0.33;1.00;0.037;66;144;0.9923;3.11;0.52;10.20;6
6.4;0.21;0.28;5.90;0.047;29;101;0.9928;3.15;0.40;11.00;6
5.1;0.11;0.32;1.60;0.028;12;90;0.9901;3.57;0.52;12.20;6
6.5;0.15;0.32;1.30;0.036;19;76;0.9896;3.18;0.41;12.30;6
5.3;0.16;0.39;1.00;0.028;40;101;0.9916;3.57;0.59;10.60;6
5.6;0.19;0.46;1.10;0.032;33;115;0.9909;3.36;0.50;10.40;6
5.6;0.18;0.58;1.25;0.034;29;129;0.9898;3.51;0.60;12.00;7
6.7;0.48;0.32;1.40;0.021;22;121;0.9889;3.15;0.53;12.70;7
6.2;0.23;0.23;1.20;0.018;18;128;0.9918;3.05;0.28;10.60;5
6.0;0.17;0.29;5.00;0.028;25;108;0.9908;3.14;0.34;12.30;6
6.7;0.48;0.32;1.40;0.021;22;121;0.9889;3.15;0.53;12.70;7
6.7;0.15;0.38;1.70;0.037;20;84;0.9905;3.09;0.53;11.40;6
4.2;0.17;0.36;1.80;0.029;93;161;0.9900;3.65;0.89;12.00;7
5.8;0.21;0.32;1.60;0.045;38;95;0.9895;3.23;0.94;12.40;8
5.4;0.23;0.36;1.50;0.030;74;121;0.9898;3.24;0.99;12.10;7
6.7;0.15;0.38;1.70;0.037;20;84;0.9905;3.09;0.53;11.40;6
6.4;0.22;0.31;13.90;0.040;57;135;0.9967;3.21;0.38;10.70;5
6.5;0.15;0.55;5.90;0.045;75;162;0.9948;2.97;0.40;9.30;5
5.9;0.32;0.33;2.10;0.027;35;138;0.9895;3.37;0.42;12.70;6
5.7;0.37;0.30;1.10;0.029;24;88;0.9888;3.18;0.39;11.70;6
7.9;0.25;0.35;6.70;0.039;22;64;0.9936;2.93;0.49;10.70;5
7.2;0.21;0.28;2.70;0.033;38;94;0.9908;2.99;0.43;11.80;7
7.0;0.24;0.30;6.70;0.039;37;125;0.9944;3.20;0.39;9.90;5
6.8;0.48;0.33;3.95;0.047;16;81;0.9899;3.23;0.53;13.40;7
7.0;0.28;0.32;7.75;0.032;30;114;0.9916;3.12;0.64;12.80;7
6.9;0.40;0.30;10.60;0.033;24;87;0.9927;3.15;0.45;12.80;6
6.6;0.41;0.31;1.60;0.042;18;101;0.9920;3.13;0.41;10.50;5
6.4;0.20;0.28;2.50;0.032;24;84;0.9917;3.31;0.55;11.50;5
8.5;0.22;0.34;0.70;0.040;5;25;0.9918;3.04;0.37;10.50;4
8.4;0.36;0.36;11.10;0.032;21;132;0.9931;2.95;0.39;13.00;6
5.2;0.29;0.29;5.15;0.035;64;138;0.9895;3.19;0.34;12.40;8
6.9;0.20;0.30;4.70;0.041;40;148;0.9932;3.16;0.35;10.20;6
6.7;0.42;0.46;9.70;0.054;67;234;0.9985;3.23;0.50;9.00;5
6.2;0.16;0.34;1.70;0.038;85;153;0.9909;3.33;0.86;12.00;7
6.4;0.13;0.36;1.40;0.044;22;68;0.9901;3.15;0.50;11.70;7
6.4;0.44;0.26;2.00;0.054;20;180;0.9952;3.58;0.57;10.00;5
7.0;0.31;0.39;7.50;0.055;42;218;0.9965;3.37;0.54;10.30;5
6.7;0.42;0.46;9.70;0.054;67;234;0.9985;3.23;0.50;9.00;5
8.6;0.18;0.28;0.80;0.032;25;78;0.9910;2.99;0.38;11.10;5
6.2;0.21;0.26;13.10;0.050;59;150;0.9977;3.31;0.46;9.00;5
6.1;0.16;0.37;1.10;0.031;37;97;0.9922;3.40;0.58;10.50;6
6.5;0.22;0.32;2.20;0.028;36;92;0.9908;3.27;0.59;11.90;7
6.2;0.36;0.14;8.90;0.036;38;155;0.9962;3.27;0.50;9.40;5
5.7;0.21;0.25;1.10;0.035;26;81;0.9902;3.31;0.52;11.40;6
6.4;0.25;0.32;0.90;0.034;40;114;0.9911;3.31;0.58;10.80;7
7.6;0.31;0.26;1.70;0.073;40;157;0.9938;3.10;0.46;9.80;5
6.6;0.26;0.46;6.90;0.047;59;183;0.9959;3.20;0.45;9.30;5
5.7;0.21;0.25;1.10;0.035;26;81;0.9902;3.31;0.52;11.40;6
6.2;0.20;0.31;1.00;0.031;22;73;0.9904;3.24;0.52;11.30;6
6.2;0.18;0.30;1.00;0.031;23;73;0.9903;3.23;0.52;11.30;6
6.1;0.37;0.20;7.60;0.031;49;170;0.9956;3.22;0.48;9.50;5
6.2;0.36;0.14;8.90;0.036;38;155;0.9962;3.27;0.50;9.40;5
6.5;0.22;0.32;2.20;0.028;36;92;0.9908;3.27;0.59;11.90;7
7.7;0.18;0.30;1.20;0.046;49;199;0.9941;3.03;0.38;9.30;5
6.9;0.14;0.38;1.00;0.041;22;81;0.9904;3.03;0.54;11.40;6
6.9;0.14;0.38;1.00;0.041;22;81;0.9904;3.03;0.54;11.40;6
6.0;0.44;0.26;3.10;0.053;57;128;0.9898;3.22;0.39;12.70;6
7.1;0.36;0.40;1.95;0.033;26;118;0.9893;3.20;0.45;13.50;7
5.7;0.28;0.28;2.20;0.019;15;65;0.9902;3.06;0.52;11.20;6
6.4;0.16;0.32;8.75;0.038;38;118;0.9945;3.19;0.41;10.70;5
7.4;0.28;0.40;11.90;0.032;13;92;0.9963;3.01;0.46;10.80;4
6.7;0.39;0.31;2.70;0.054;27;202;0.9948;3.46;0.57;10.50;6
6.5;0.44;0.47;5.45;0.014;44;137;0.9898;3.13;0.32;13.00;8
6.9;0.22;0.31;6.30;0.029;41;131;0.9933;3.08;0.49;10.80;6
6.6;0.22;0.29;14.40;0.046;39;118;0.9983;3.05;0.50;9.10;6
7.7;0.25;0.30;7.80;0.038;67;196;0.9956;3.10;0.50;10.10;5
5.2;0.16;0.33;1.60;0.028;13;59;0.9898;3.30;0.84;11.90;8
7.0;0.31;0.31;9.10;0.036;45;140;0.9922;2.98;0.31;12.00;7
7.0;0.31;0.31;9.10;0.036;45;140;0.9922;2.98;0.31;12.00;7
6.6;0.22;0.29;14.40;0.046;39;118;0.9983;3.05;0.50;9.10;6
5.6;0.21;0.40;1.30;0.041;81;147;0.9901;3.22;0.95;11.60;8
5.2;0.16;0.33;1.60;0.028;13;59;0.9898;3.30;0.84;11.90;8
6.4;0.25;0.32;11.30;0.038;69;192;0.9957;3.14;0.50;10.20;6
6.9;0.22;0.31;6.30;0.029;41;131;0.9933;3.08;0.49;10.80;6
5.3;0.21;0.29;0.70;0.028;11;66;0.9922;3.30;0.40;9.80;5
7.1;0.27;0.28;1.25;0.023;3;89;0.9899;2.95;0.30;11.40;4
5.2;0.17;0.27;0.70;0.030;11;68;0.9922;3.30;0.41;9.80;5
7.7;0.25;0.30;7.80;0.038;67;196;0.9956;3.10;0.50;10.10;5
7.0;0.12;0.29;10.30;0.039;41;98;0.9956;3.19;0.38;9.80;8
7.0;0.12;0.29;10.30;0.039;41;98;0.9956;3.19;0.38;9.80;8
7.1;0.29;0.34;7.80;0.036;49;128;0.9940;3.21;0.40;10.70;6
7.2;0.30;0.30;8.70;0.022;14;111;0.9958;3.11;0.61;10.60;5
6.8;0.26;0.46;8.30;0.037;49;173;0.9960;3.17;0.47;9.30;5
7.0;0.12;0.29;10.30;0.039;41;98;0.9956;3.19;0.38;9.80;8
7.1;0.29;0.34;7.80;0.036;49;128;0.9940;3.21;0.40;10.70;6
4.9;0.33;0.31;1.20;0.016;39;150;0.9871;3.33;0.59;14.00;8
5.1;0.29;0.28;8.30;0.026;27;107;0.9931;3.36;0.37;11.00;6
5.1;0.29;0.28;8.30;0.026;27;107;0.9931;3.36;0.37;11.00;6
6.8;0.26;0.48;6.20;0.049;55;182;0.9958;3.21;0.45;9.40;6
6.0;0.28;0.52;5.00;0.078;30;139;0.9949;3.10;0.36;9.00;6
6.0;0.28;0.25;1.80;0.042;8;108;0.9929;3.08;0.55;9.00;5
7.2;0.20;0.22;1.60;0.044;17;101;0.9947;3.37;0.53;10.00;5
6.1;0.27;0.25;1.80;0.041;9;109;0.9929;3.08;0.54;9.00;5
6.0;0.28;0.25;1.80;0.042;8;108;0.9929;3.08;0.55;9.00;5
6.4;0.29;0.30;2.90;0.036;25;79;0.9904;3.29;0.60;12.40;7
7.4;0.35;0.24;6.00;0.042;28;123;0.9930;3.14;0.44;11.30;5
8.1;0.12;0.38;0.90;0.034;36;86;0.9903;2.80;0.55;12.00;6
6.4;0.12;0.30;1.10;0.031;37;94;0.9899;3.01;0.56;11.70;6
7.2;0.20;0.22;1.60;0.044;17;101;0.9947;3.37;0.53;10.00;5
7.3;0.40;0.26;5.45;0.016;26;90;0.9895;2.84;0.54;13.20;7
7.7;0.11;0.34;14.05;0.040;41;114;0.9963;3.07;0.59;11.00;7
6.9;0.23;0.41;8.00;0.030;30;114;0.9937;3.22;0.54;11.00;6
6.9;0.38;0.38;13.10;0.112;14;94;0.9979;3.02;0.48;9.20;5
7.5;0.38;0.29;4.90;0.021;38;113;0.9903;3.08;0.48;13.00;7
5.8;0.19;0.24;1.30;0.044;38;128;0.9936;3.77;0.60;10.60;5
5.5;0.34;0.26;2.20;0.021;31;119;0.9892;3.55;0.49;13.00;8
6.6;0.23;0.30;14.90;0.051;33;118;0.9984;3.04;0.54;9.00;6
6.6;0.23;0.30;14.90;0.051;33;118;0.9984;3.04;0.54;9.00;6
8.4;0.31;0.31;0.95;0.021;52;148;0.9904;2.93;0.32;11.50;5
6.7;0.20;0.30;1.40;0.025;17;76;0.9910;3.11;0.44;11.00;6
8.4;0.31;0.31;0.95;0.021;52;148;0.9904;2.93;0.32;11.50;5
7.3;0.26;0.24;1.70;0.050;10;112;0.9929;3.11;0.43;9.90;5
6.3;0.22;0.22;5.60;0.039;31;128;0.9930;3.12;0.46;10.40;6
6.6;0.23;0.30;14.90;0.051;33;118;0.9984;3.04;0.54;9.00;6
7.5;0.19;0.40;7.10;0.056;50;110;0.9954;3.06;0.52;9.90;6
8.0;0.14;0.33;1.20;0.045;71;162;0.9914;3.07;0.47;11.00;6
6.8;0.32;0.39;9.60;0.026;34;124;0.9929;3.18;0.35;12.10;6
6.6;0.23;0.20;11.40;0.044;45;131;0.9960;2.96;0.51;9.70;6
6.6;0.23;0.20;11.40;0.044;45;131;0.9960;2.96;0.51;9.70;6
6.7;0.36;0.26;7.90;0.034;39;123;0.9912;2.99;0.30;12.20;7
6.1;0.38;0.42;5.00;0.016;31;113;0.9901;3.15;0.31;12.40;7
8.5;0.23;0.28;11.10;0.033;30;97;0.9951;3.03;0.39;10.50;7
7.0;0.20;0.31;8.00;0.050;29;213;0.9960;3.28;0.57;10.40;6
6.0;0.26;0.32;3.80;0.029;48;180;0.9901;3.15;0.34;12.00;6
6.9;0.30;0.30;10.55;0.037;4;28;0.9918;3.07;0.32;12.70;6
6.7;0.18;0.28;10.20;0.039;29;115;0.9947;3.11;0.45;10.90;7
6.7;0.18;0.28;10.20;0.039;29;115;0.9947;3.11;0.45;10.90;7
6.8;0.18;0.28;9.80;0.039;29;113;0.9941;3.11;0.45;10.90;7
7.2;0.19;0.31;6.30;0.034;17;103;0.9931;3.15;0.52;11.40;7
6.2;0.16;0.32;1.10;0.036;74;184;0.9910;3.22;0.41;11.00;6
5.0;0.27;0.32;4.50;0.032;58;178;0.9896;3.45;0.31;12.60;7
6.3;0.37;0.28;6.30;0.034;45;152;0.9921;3.29;0.46;11.60;7
6.6;0.20;0.27;10.90;0.038;29;130;0.9950;3.11;0.44;10.50;7
6.8;0.18;0.28;9.80;0.039;29;113;0.9941;3.11;0.45;10.90;7
6.8;0.18;0.28;9.80;0.039;29;113;0.9941;3.11;0.45;10.90;7
6.6;0.28;0.34;0.80;0.037;42;119;0.9888;3.03;0.37;12.50;6
6.5;0.35;0.36;0.80;0.034;32;111;0.9894;3.11;0.50;12.10;8
6.9;0.25;0.33;1.20;0.035;35;158;0.9908;3.02;0.58;11.30;6
6.0;0.32;0.30;1.30;0.025;18;112;0.9880;3.07;0.64;13.30;7
6.8;0.18;0.28;9.80;0.039;29;113;0.9941;3.11;0.45;10.90;7
6.7;0.18;0.28;10.20;0.039;29;115;0.9947;3.11;0.45;10.90;7
6.6;0.20;0.27;10.90;0.038;29;130;0.9950;3.11;0.44;10.50;7
6.3;0.37;0.28;6.30;0.034;45;152;0.9921;3.29;0.46;11.60;7
7.2;0.19;0.31;6.30;0.034;17;103;0.9931;3.15;0.52;11.40;7
6.3;0.18;0.36;1.20;0.034;26;111;0.9907;3.16;0.51;11.00;6
6.9;0.30;0.36;0.90;0.037;40;156;0.9897;3.08;0.36;12.10;6
6.2;0.16;0.32;1.10;0.036;74;184;0.9910;3.22;0.41;11.00;6
5.0;0.27;0.32;4.50;0.032;58;178;0.9896;3.45;0.31;12.60;7
5.0;0.30;0.33;3.70;0.030;54;173;0.9887;3.36;0.30;13.00;7
6.5;0.20;0.50;18.10;0.054;50;221;0.9994;2.94;0.64;8.80;6
6.7;0.25;0.31;1.35;0.061;30.5;218;0.9939;3.16;0.53;9.50;5
6.6;0.22;0.36;5.50;0.029;30;105;0.9921;3.20;0.47;11.80;6
6.8;0.25;0.37;3.10;0.026;29;93;0.9904;3.14;0.45;12.20;6
7.0;0.13;0.37;12.85;0.042;36;105;0.9958;3.05;0.55;10.70;6
7.0;0.45;0.34;19.80;0.040;12;67;0.9976;3.07;0.38;11.00;6
7.2;0.32;0.30;8.25;0.020;14;104;0.9936;2.99;0.44;11.40;6
7.0;0.13;0.37;12.85;0.042;36;105;0.9958;3.05;0.55;10.70;6
5.9;0.34;0.30;3.80;0.035;57;135;0.9902;3.09;0.34;12.00;6
6.8;0.22;0.31;6.90;0.037;33;121;0.9918;3.02;0.39;11.90;8
7.2;0.32;0.30;8.25;0.020;14;104;0.9936;2.99;0.44;11.40;6
8.4;0.32;0.35;11.70;0.029;3;46;0.9944;3.02;0.34;11.80;6
6.8;0.27;0.29;4.60;0.046;6;88;0.9946;3.34;0.48;10.60;4
8.0;0.74;0.21;4.00;0.050;24;133;0.9942;3.06;0.38;9.70;5
7.0;0.45;0.34;19.80;0.040;12;67;0.9976;3.07;0.38;11.00;6
7.0;0.13;0.37;12.85;0.042;36;105;0.9958;3.05;0.55;10.70;6
5.4;0.22;0.29;1.20;0.045;69;152;0.9918;3.76;0.63;11.00;7
8.4;0.22;0.30;8.90;0.024;17;118;0.9946;2.99;0.34;10.50;6
7.4;0.32;0.22;11.70;0.035;44;150;0.9958;3.10;0.45;10.40;5
7.5;0.18;0.37;6.20;0.050;21;138;0.9955;3.20;0.55;10.50;6
7.1;0.47;0.29;14.80;0.024;22;142;0.9952;3.12;0.48;12.00;8
7.1;0.47;0.29;14.80;0.024;22;142;0.9952;3.12;0.48;12.00;8
5.8;0.19;0.25;10.80;0.042;33;124;0.9965;3.22;0.41;9.20;6
6.7;0.14;0.46;1.60;0.036;15;92;0.9926;3.37;0.49;10.90;5
6.8;0.24;0.38;8.30;0.045;50;185;0.9958;3.15;0.50;9.50;6
6.9;0.25;0.47;8.40;0.042;36;156;0.9960;3.15;0.55;9.40;6
6.0;0.24;0.33;2.50;0.026;31;85;0.9901;3.13;0.50;11.30;7
6.8;0.29;0.34;3.50;0.054;26;189;0.9949;3.42;0.58;10.40;5
6.3;0.33;0.42;17.20;0.037;57;170;0.9988;3.26;0.57;9.40;6
6.5;0.23;0.45;2.10;0.027;43;104;0.9905;3.02;0.52;11.30;6
6.3;0.27;0.29;12.20;0.044;59;196;0.9978;3.14;0.40;8.80;6
6.3;0.20;0.37;11.80;0.045;58;130;0.9952;3.20;0.35;10.80;5
6.2;0.33;0.41;16.80;0.037;58;173;0.9988;3.25;0.57;9.40;6
6.3;0.33;0.42;17.20;0.037;57;170;0.9988;3.26;0.57;9.40;6
7.2;0.21;1.00;1.10;0.154;46;114;0.9931;2.95;0.43;9.20;6
6.0;0.27;0.30;14.70;0.044;15;144;0.9967;3.12;0.53;10.30;6
5.7;0.12;0.26;5.50;0.034;21;99;0.9932;3.09;0.57;9.90;6
6.9;0.24;0.37;6.10;0.027;38;112;0.9909;3.19;0.34;12.40;6
7.7;0.18;0.53;1.20;0.041;42;167;0.9908;3.11;0.44;11.90;5
7.1;0.17;0.43;1.30;0.023;33;132;0.9907;3.11;0.56;11.70;6
7.5;0.33;0.38;8.70;0.126;49;199;0.9971;2.98;0.57;9.40;5
6.2;0.26;0.24;1.70;0.039;138.5;272;0.9945;3.53;0.53;9.60;4
7.5;0.33;0.38;8.70;0.126;49;199;0.9971;2.98;0.57;9.40;5
5.6;0.20;0.66;10.20;0.043;78;175;0.9945;2.98;0.43;10.40;7
7.6;0.17;0.36;4.50;0.042;26;102;0.9943;3.09;0.47;9.50;5
5.8;0.15;0.31;5.90;0.036;7;73;0.9915;3.20;0.43;11.90;6
6.3;0.25;0.44;1.70;0.024;36;116;0.9894;3.18;0.40;12.50;6
6.9;0.28;0.41;1.40;0.016;6;55;0.9888;3.16;0.40;13.40;5
7.2;0.27;0.37;5.40;0.026;27;114;0.9917;3.13;0.84;12.70;5
6.2;0.25;0.38;7.90;0.045;54;208;0.9957;3.17;0.46;9.10;5
8.5;0.19;0.48;1.10;0.026;23;58;0.9918;2.90;0.50;10.50;6
6.2;0.25;0.54;7.00;0.046;58;176;0.9945;3.19;0.70;10.40;5
